Time,variable,DAPI,Hoechst,Name,Genus,Species,Foe,IVV,Common Name,Documented cytotoxins,Documented adhesins/ adherence,Documented immune evasion,Common/ rare/ emerging,Healthy/ opportunistic/ nosocomial,Reservoir,Threat Level,Gram stain,rod_shape,coccus_shape
12,92,2632,0.3864337101747174,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
13,92,2655,0.38981060049919247,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
14,92,2748,0.4034649831155484,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
15,92,2831,0.41565115254734986,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
16,92,2870,0.42137718396711205,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
17,92,2940,0.4316546762589928,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
18,92,2992,0.4392893848186757,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
0,92,2216,0.2798686537004294,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
1,92,2215,0.2797423591816115,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
2,92,2255,0.28479413993432684,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
3,92,2310,0.2917403384693104,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
4,92,2384,0.3010861328618338,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
5,92,2495,0.3151048244506188,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
6,92,2566,0.32407173528668853,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
7,92,2691,0.33985855013892396,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
8,92,2751,0.34743622126799695,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
9,92,2830,0.3574134882546097,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
10,92,2836,0.35817125536751704,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
11,92,2886,0.3644859813084112,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
12,92,2899,0.3661278100530437,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
13,92,2967,0.3747158373326598,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
14,92,3019,0.3812831523111897,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
15,92,3085,0.38961859055317,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
16,92,3188,0.402626925991412,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
17,92,3252,0.4107097751957565,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
18,92,3383,0.4272543571608992,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
0,92,2323,0.2818148732257673,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
1,92,2256,0.27368676452747787,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
2,92,2275,0.27599175057624653,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
3,92,2349,0.2849690646609244,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
4,92,2477,0.30049739172631323,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
5,92,2571,0.31190100691495815,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
6,92,2666,0.3234259371588014,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
7,92,2785,0.3378624287274051,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
8,92,2842,0.344777386873711,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
9,92,2901,0.35193497513041366,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
10,92,2947,0.3575154676695378,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
11,92,2989,0.3626106999878685,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
12,92,2985,0.3621254397670751,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
13,92,2978,0.3612762343806866,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
14,92,3095,0.3754700958388936,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
15,92,3134,0.38020138299162926,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
16,92,3337,0.4048283391968943,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
17,92,3354,0.40689069513526627,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
18,92,3441,0.41744510493752274,92,Listeria,monocytogenes,1,1,NIST0092,-,-,+/-,rare,opportunistic,environmental,Low,-,1.0,0.0
0,jes101,2367,0.19169096209912537,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
1,jes101,2193,0.17759961127308066,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
2,jes101,2230,0.18059604794298673,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
3,jes101,2192,0.17751862649821834,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
4,jes101,2196,0.17784256559766765,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
5,jes101,2193,0.17759961127308066,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
6,jes101,2272,0.18399740848720442,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
7,jes101,2351,0.19039520570132815,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
8,jes101,2509,0.20319080012957563,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
9,jes101,2743,0.2221412374473599,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
10,jes101,2979,0.24125364431486881,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
11,jes101,3247,0.26295756397797215,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
12,jes101,3493,0.2828798185941043,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
13,jes101,3594,0.2910592808551992,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
14,jes101,3735,0.30247813411078717,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
15,jes101,3942,0.31924198250728864,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
16,jes101,4143,0.33551992225461613,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
17,jes101,4436,0.3592484612892776,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
18,jes101,5552,0.4496274700356333,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
0,jes101,2276,0.1902532809495946,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
1,jes101,2350,0.1964390203126306,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
2,jes101,2292,0.19159073810916993,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
3,jes101,2239,0.18716041126807656,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
4,jes101,2270,0.18975173451475383,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
5,jes101,2224,0.18590654518097466,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
6,jes101,2324,0.19426565242832067,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
7,jes101,2466,0.20613558471955196,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
8,jes101,2615,0.21859065451809748,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
9,jes101,2934,0.24525620663713116,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
10,jes101,3255,0.27208894090111174,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
11,jes101,3403,0.2844604196271838,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
12,jes101,3595,0.3005099055420881,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
13,jes101,3667,0.3065284627601772,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
14,jes101,3793,0.31706093789183315,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
15,jes101,3968,0.33168937557468864,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
16,jes101,4119,0.34431162751818106,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
17,jes101,4310,0.3602775223606119,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
18,jes101,4643,0.388113349494274,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
0,jes101,2445,0.19957554485348133,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
1,jes101,2393,0.19533099338829482,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
2,jes101,2331,0.19027018202595705,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
3,jes101,2280,0.18610725655048568,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
4,jes101,2247,0.18341359888988654,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
5,jes101,2221,0.1812913231572933,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
6,jes101,2275,0.18569912660191004,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
7,jes101,2434,0.19867765896661496,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
8,jes101,2738,0.22349195984001305,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
9,jes101,3062,0.24993878050771365,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
10,jes101,3417,0.27891600685658313,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
11,jes101,3568,0.29124153130356706,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
12,jes101,3728,0.3043016896579871,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
13,jes101,3919,0.31989225369357605,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
14,jes101,4003,0.32674883682964656,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
15,jes101,4133,0.33736021549261286,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
16,jes101,4339,0.3541751693739287,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
17,jes101,4503,0.3675618316872092,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
18,jes101,4833,0.39449840829320054,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
0,jes101,1975,0.18946661550268612,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
1,jes101,1861,0.17853031465848043,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
2,jes101,1917,0.1839025326170376,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
3,jes101,1885,0.18083269378357636,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
4,jes101,1896,0.18188795088257867,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
5,jes101,1917,0.1839025326170376,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
6,jes101,1948,0.1868764389869532,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
7,jes101,2027,0.19445510360706064,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
8,jes101,2196,0.21066768994627783,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
9,jes101,2417,0.23186876438986953,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
10,jes101,2620,0.2513430544896393,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
11,jes101,2738,0.2626630851880276,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
12,jes101,2854,0.27379125095932466,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
13,jes101,2892,0.27743668457405984,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
14,jes101,2960,0.283960092095165,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
15,jes101,2896,0.2778204144282425,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
16,jes101,2881,0.27638142747505756,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
17,jes101,2820,0.2705295471987721,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
18,jes101,2886,0.2768610897927859,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
0,jes101,1896,0.187629886194953,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
1,jes101,1877,0.18574962889658586,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
2,jes101,1871,0.18515586343394358,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
3,jes101,1797,0.17783275606135576,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
4,jes101,1809,0.17902028698664027,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
5,jes101,1807,0.17882236516575953,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
6,jes101,1887,0.1867392380009896,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
7,jes101,1957,0.19366650173181593,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
8,jes101,2127,0.21048985650667987,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
9,jes101,2355,0.2330529440870856,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
10,jes101,2603,0.25759524987629884,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
11,jes101,2834,0.2804552201880257,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
12,jes101,3019,0.2987629886194953,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
13,jes101,3038,0.30064324591786246,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
14,jes101,2945,0.29143988124690745,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
15,jes101,2830,0.2800593765462642,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
16,jes101,2590,0.25630875804057396,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
17,jes101,2409,0.2383968332508659,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
18,jes101,2410,0.23849579416130628,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
0,jes101,1108,0.0992920512590734,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
1,jes101,1094,0.09803745855363384,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
2,jes101,1063,0.09525943184873197,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
3,jes101,1043,0.09346715655524689,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
4,jes101,1023,0.0916748812617618,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
5,jes101,1006,0.09015144726229948,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
6,jes101,1031,0.09239179137915583,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
7,jes101,1152,0.10323505690474057,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
8,jes101,1312,0.1175732592526212,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
9,jes101,1526,0.13675060489291155,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
10,jes101,1698,0.15216417241688324,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
11,jes101,1886,0.16901156017564298,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
12,jes101,1870,0.16757773994085493,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
13,jes101,1709,0.15314992382830003,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
14,jes101,1487,0.13325566807061565,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
15,jes101,1244,0.11147952325477194,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
16,jes101,994,0.08907608208620844,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
17,jes101,846,0.07581324491441885,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
18,jes101,777,0.06962989515189533,jes101,escherichia coli,plasmid mod,1,0,E. coli with JES101 plasmid,+,+,+,0,healthy,Laboratory,High,-,0.0,0.0
0,salmonella,2665,0.21359301114049853,salmonella,salmonella,0,1,0,Salmonella enterica,+,+,+,Common,Healthy/opportunistic,Environmental/animal,High,-,0.0,0.0
1,salmonella,2721,0.21808126953594614,salmonella,salmonella,0,1,0,Salmonella enterica,+,+,+,Common,Healthy/opportunistic,Environmental/animal,High,-,0.0,0.0
2,salmonella,3640,0.29173679570409555,salmonella,salmonella,0,1,0,Salmonella enterica,+,+,+,Common,Healthy/opportunistic,Environmental/animal,High,-,0.0,0.0
3,salmonella,3980,0.31898693596217037,salmonella,salmonella,0,1,0,Salmonella enterica,+,+,+,Common,Healthy/opportunistic,Environmental/animal,High,-,0.0,0.0
4,salmonella,4156,0.3330928909192915,salmonella,salmonella,0,1,0,Salmonella enterica,+,+,+,Common,Healthy/opportunistic,Environmental/animal,High,-,0.0,0.0
5,salmonella,4286,0.34351206219443775,salmonella,salmonella,0,1,0,Salmonella enterica,+,+,+,Common,Healthy/opportunistic,Environmental/animal,High,-,0.0,0.0
6,salmonella,4383,0.3512863669151238,salmonella,salmonella,0,1,0,Salmonella enterica,+,+,+,Common,Healthy/opportunistic,Environmental/animal,High,-,0.0,0.0
7,salmonella,4406,0.35312975875611124,salmonella,salmonella,0,1,0,Salmonella enterica,+,+,+,Common,Healthy/opportunistic,Environmental/animal,High,-,0.0,0.0
8,salmonella,4402,0.3528091688707221,salmonella,salmonella,0,1,0,Salmonella enterica,+,+,+,Common,Healthy/opportunistic,Environmental/animal,High,-,0.0,0.0
9,salmonella,4346,0.3483209104752745,salmonella,salmonella,0,1,0,Salmonella enterica,+,+,+,Common,Healthy/opportunistic,Environmental/animal,High,-,0.0,0.0
10,salmonella,4487,0.35962170393524084,salmonella,salmonella,0,1,0,Salmonella enterica,+,+,+,Common,Healthy/opportunistic,Environmental/animal,High,-,0.0,0.0
