,Unnamed: 0,Unnamed: 0.1,FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,FITC-A,PE-Texas Red-A,file_name,Organism,Time,Name,Genus,Species,Foe,IVV,Common Name,Documented cytotoxins,Documented adhesins/ adherence,Documented immune evasion,Common/ rare/ emerging,Healthy/ opportunistic/ nosocomial,Reservoir,Threat Level,Gram stain,index_col,scaled_FSC-A,scaled_FSC-H,scaled_FSC-W,scaled_SSC-A,scaled_SSC-H,scaled_SSC-W,scaled_FITC-A,scaled_PE-Texas Red-A,org_index,Foe_prob_predictions
707,707,205874,4.629857934678262,4.533009022495485,4.913328848449378,3.7580886680777437,3.7246035153967165,4.8499651062938725,3.656362749025799,1.6144753644803838,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-26-moi1\MD-Jurkat NFkB-26-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,205874,0.16055496459161045,0.2429766878717721,0.2495234751605793,0.575837568626183,0.4285215757291589,0.6991322471807937,0.6838262468655303,0.5060692842633894,42,0.97
708,708,213685,4.958579933068684,4.813500926906632,4.96155893992043,3.925724526936063,3.8706379632108057,4.871566505356944,3.2802140349001347,2.0541532356657446,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-33-moi1\MD-Jurkat NFkB-33-moi1/20190524_TNF_004.fcs,tnf,004.fcs,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,213685,0.5104356943158317,0.4853201189828749,0.3211681243623881,0.6732153765656661,0.4938310321446358,0.7124951489568416,0.6163367433585942,0.6348363225404744,42,0.97
709,709,213356,4.975667920661996,4.857048906073656,4.9350989388248285,3.956859695327589,3.9125939977521056,4.8607456214863936,4.062175708057158,2.0650565885232868,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-33-moi1\MD-Jurkat NFkB-33-moi1/20190524_TNF_004.fcs,tnf,004.fcs,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,213356,0.5286235782966449,0.5229453285640462,0.2818624245688968,0.6913014499657253,0.5125945899918201,0.7058012117785157,0.7566381802663106,0.638029552281536,42,0.97
710,710,207652,4.8249679580141125,4.793147544332513,4.848300323336061,4.0492009441037595,4.0377451292695925,4.8279357542779335,2.6868685544699726,2.7922095209645343,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-27-moi1\MD-Jurkat NFkB-27-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,207652,0.3682235650367147,0.4677349106750484,0.15292515391022474,0.7449414554481906,0.5685646196083549,0.6855046082339142,0.5098772756573754,0.8509884834020026,42,0.97
711,711,208425,5.077314211401188,4.884387490566488,5.009406639435425,4.474041345171332,4.397592434038117,4.892928852108518,3.943217448107631,2.0791812460476247,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-30-moi1\MD-Jurkat NFkB-30-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,208425,0.6368124994875819,0.5465657121242176,0.39224473944454896,0.9917265243579156,0.7294953603944296,0.725710169915148,0.7352944042528681,0.6421661951177644,42,0.97
712,712,215304,4.925514934627857,4.790629928765736,4.951364919411517,4.056477958875808,4.019739232674706,4.853218660725153,3.6518979824971822,1.781611779206043,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-34-moi1\MD-Jurkat NFkB-34-moi1/20190524_TNF_004.fcs,tnf,004.fcs,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,215304,0.4752424129429578,0.4655597049558233,0.3060251503177387,0.7491685924800371,0.5605120310822396,0.7011449375700272,0.6830251677577865,0.555017986308484,42,0.97
713,713,215391,4.983544680124604,4.862423594575978,4.9376010616643695,3.9381994192749037,3.9016217640933566,4.853057550469299,3.916517124342737,1.9822712330395684,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-34-moi1\MD-Jurkat NFkB-34-moi1/20190524_TNF_004.fcs,tnf,004.fcs,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,215391,0.5370073383191976,0.5275890292638623,0.2855792682992533,0.6804619029264973,0.5076875928644797,0.7010452727049046,0.7305037681913951,0.6137844725607511,42,0.97
714,714,210544,5.255853851784783,5.014247443807829,5.058086391516333,4.307444681359422,4.222898472609422,4.901026136330782,4.6128177432769295,2.230244494721426,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-31-moi1\MD-Jurkat NFkB-31-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,210544,0.8268441370657884,0.658763982867546,0.464557348744929,0.8949523732752049,0.6513688099075272,0.7307192535119515,0.855435693514265,0.6864076009265174,42,0.97
715,715,213583,4.931937938642211,4.846701964164055,4.901715928529116,3.813714391881146,3.793161529245552,4.837032836627828,3.950754181593504,1.8211203097708888,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-33-moi1\MD-Jurkat NFkB-33-moi1/20190524_TNF_004.fcs,tnf,004.fcs,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,213583,0.4820788441601192,0.514005628827813,0.23227275992203825,0.6081499335695355,0.4591820581318604,0.6911321797414511,0.7366466630322394,0.5665887220696434,42,0.97
716,716,209113,4.8411490972323135,4.756567650130144,4.901061376346607,3.809209464279733,3.7793078275835863,4.846381623873096,4.335898992025112,1.3624824560557525,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-30-moi1\MD-Jurkat NFkB-30-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,209113,0.38544622985730737,0.4361300873939848,0.2313004382848636,0.6055330711766134,0.4529864122522187,0.6969154591169651,0.8057502676922261,0.43226893493675983,42,0.97
717,717,205630,4.821360845502788,4.784631554943246,4.853209241274378,3.8990902388633653,3.8774865280696016,4.838083680710172,2.1564582704495057,3.108165745386092,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-26-moi1\MD-Jurkat NFkB-26-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,205630,0.36438427480412017,0.4603771436399065,0.160217234288349,0.6577438145370427,0.4968938440691448,0.6917822453327261,0.4147097916830578,0.9435215625271559,42,0.97
718,718,203020,5.149364478797503,5.024194124606986,4.941650271938332,3.9758534754462658,3.911104317804036,4.881229116113545,4.56578949884848,2.003805094585827,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-25-moi1\MD-Jurkat NFkB-25-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,203020,0.7135004006833743,0.6673578592508767,0.29159427347079525,0.7023347258115842,0.5119283760327318,0.7184725635707592,0.8469977732234657,0.6200910250522489,42,0.97
719,719,208353,5.177801360425566,4.958907742687202,5.0353735714702434,4.2949774044415285,4.189883162646917,4.921574189669321,4.643989313839245,1.6257238875619031,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-30-moi1\MD-Jurkat NFkB-30-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,208353,0.7437676689034065,0.6109507917011543,0.4308179969221619,0.8877102706277937,0.6366037186614903,0.7434305421488672,0.8610285713888367,0.5093636028932849,42,0.97
720,720,204501,4.8622399114073875,4.71471525551891,4.964004588566897,3.9053467968624673,3.840733234611807,4.881093507707397,4.187535674788605,2.077585925212297,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-26-moi1\MD-Jurkat NFkB-26-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,204501,0.4078945889272365,0.39996985335231017,0.3248010770274705,0.6613781795669841,0.4804570536191075,0.7183886744760728,0.7791305658484794,0.6416989786565106,42,0.97
721,721,205161,4.887976617181578,4.830569423303845,4.873887127793467,4.182896906758085,4.148633498489351,4.850743370145376,2.4695863971334786,3.0462219562864434,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-26-moi1\MD-Jurkat NFkB-26-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,205161,0.43528788003967467,0.5000672040707386,0.19093374094859872,0.8226039547624966,0.6181560634419401,0.6996136911545441,0.4708919903995426,0.9253802850493559,42,0.97
722,722,209381,4.963288116062616,4.815265528466542,4.96450255613567,4.147663977921598,4.111296126482262,4.852847817770101,4.5237360542652425,1.9365137501488097,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-30-moi1\MD-Jurkat NFkB-30-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,209381,0.5154469272410926,0.4868447248265637,0.3255407959599994,0.8021375378469804,0.6014580616604039,0.7009155293743716,0.8394524434400679,0.6003836263117175,42,0.97
723,723,205024,5.180283032857728,5.008851308689437,4.987911624206667,4.14998170061354,4.079723775139919,4.886737853714858,4.36568544629045,2.115077704457387,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-26-moi1\MD-Jurkat NFkB-26-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,205024,0.7464090782576731,0.6541017524118198,0.360314407598171,0.8034838772083202,0.5873382896833708,0.7218803391162898,0.8110946246821802,0.652679074971372,42,0.97
724,724,210482,5.306263309877593,5.086342031355829,5.0364011853342925,4.3959341682887985,4.292233912909475,4.920180211162074,4.824703671009753,2.1641148155346634,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-31-moi1\MD-Jurkat NFkB-31-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,210482,0.8804982827234431,0.7210533018680412,0.4323444927789852,0.9463549330947894,0.6823769725986271,0.7425682092131218,0.8934527743277259,0.6670404153364488,42,0.97
725,725,204645,4.793207659877148,4.657744056247377,4.951943571699332,3.7940158507037336,3.749427099121749,4.8610686723558185,4.2328909368050125,1.848558557096988,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-26-moi1\MD-Jurkat NFkB-26-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,204645,0.3344189631456613,0.3507470569405457,0.3068847244737469,0.5967072698547082,0.43962316705663707,0.7060010551786666,0.7872683156265943,0.5746244729573801,42,0.97
726,726,206030,5.260383611309613,5.117649066961827,4.959214508875354,4.02028503225318,3.8464608251293333,4.990304160910663,4.1749754203864855,1.9550139206781767,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-26-moi1\MD-Jurkat NFkB-26-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,206030,0.8316654620023076,0.7481024049164979,0.3176855280272113,0.7281445235163386,0.4830185439309431,0.7859477815224412,0.7768769749104105,0.6058017115118329,42,0.97
727,727,212456,5.212481877409789,5.001556325254713,5.027405483913176,4.265138695493561,4.159897901034096,4.921720769090546,3.954821183051793,2.230244494721426,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-33-moi1\MD-Jurkat NFkB-33-moi1/20190524_TNF_004.fcs,tnf,004.fcs,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,212456,0.7806804543241173,0.6477989276683358,0.418981593124796,0.8703772961145475,0.6231937241997572,0.7435212180538167,0.7373763741780556,0.6864076009265174,42,0.97
728,728,204512,4.8876892841650985,4.771602177569363,4.932567060110638,4.136346038466649,4.0922292421628566,4.8605967745912,2.27209700018746,1.98245215552502,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-26-moi1\MD-Jurkat NFkB-26-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,204512,0.43498205236166143,0.4491198347180783,0.27810137919728195,0.7955630725624009,0.5929309787078774,0.7057091331851635,0.435457969632644,0.6138374587448101,42,0.97
729,729,203436,4.9698402211676695,4.850229504634774,4.936090677416932,3.9728681178733654,3.928600659844524,4.860747444930334,4.197449283004892,1.9867717342662448,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-25-moi1\MD-Jurkat NFkB-25-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,203436,0.5224207693526974,0.517053403995698,0.2833356285659025,0.7006005647654661,0.5197530818129614,0.705802339784261,0.7809092891867598,0.6151025198214857,42,0.97
730,730,211288,4.847836542787488,4.744910728508483,4.919405774395515,3.989556615641044,3.959184542731192,4.846852028797984,3.5596672783880576,1.7884511973162174,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-31-moi1\MD-Jurkat NFkB-31-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,211288,0.3925641238293931,0.4260585725389774,0.25855060354364845,0.7102947277058251,0.5334307913965639,0.6972064576207133,0.6664769138500504,0.5570210246037967,42,0.97
731,731,210936,4.8460504554936,4.739390361462218,4.923140032040775,3.7929517082501314,3.7626035495668035,4.8468281320138695,3.3733534608861424,1.5385737031271884,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-31-moi1\MD-Jurkat NFkB-31-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,210936,0.3906630720932869,0.42128900639483735,0.26409775410595593,0.5960891213262682,0.44551593296860537,0.6971916747643836,0.6330480423226966,0.4838402098130156,42,0.97
732,732,210541,4.943687730563578,4.838219221907626,4.921948444091474,4.187430462940899,4.162325389190677,4.841585036532993,3.9141950271431343,1.645029063220507,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-31-moi1\MD-Jurkat NFkB-31-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,210541,0.4945849307368784,0.5066765871288386,0.2623276786610029,0.8252374471802852,0.6242793443005921,0.6939482288325327,0.7300871319483061,0.5150174473459871,42,0.97
733,733,202400,4.661604477060613,4.644546903381652,4.833537496521863,3.0577041222503483,3.0472748673841794,4.8269092173571915,2.9271855250678764,1.6857417386022635,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-25-moi1\MD-Jurkat NFkB-25-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,202400,0.19434492531631253,0.3393447909354306,0.13099532719685048,0.16899196738161426,0.1256069793549961,0.6848695793637329,0.5529955222999122,0.5269408371111161,42,0.97
734,734,207930,5.410278720949154,5.17688095660576,5.0498776878109375,4.260557916299353,4.058615797010562,5.018422085543984,4.693201070603805,2.4004689228129523,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-27-moi1\MD-Jurkat NFkB-27-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,207930,0.9912088165680872,0.7992784251215728,0.4523635154048513,0.8677163723740979,0.5778983897262522,0.8033418893727866,0.86985826269448,0.7362606794739154,42,0.97
735,735,209426,4.942232005914244,4.852065019814859,4.906646902163451,3.9065936175110285,3.889637800406668,4.833435788299259,3.3034552761576528,1.7676010499443033,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-30-moi1\MD-Jurkat NFkB-30-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,209426,0.4930355059795435,0.5186392788092054,0.2395976035099325,0.6621024438292813,0.5023281303144047,0.6889069996335326,0.6205067425489431,0.5509147092746125,42,0.97
736,736,212163,4.793342445770809,4.64184082540272,4.967981600785793,3.969415912353982,3.924744352479949,4.86115149955782,3.8352084528227186,1.9267538832258848,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-33-moi1\MD-Jurkat NFkB-33-moi1/20190524_TNF_004.fcs,tnf,004.fcs,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,212163,0.3345624247547443,0.33700675474987474,0.3307088337122197,0.6985952169340202,0.5180284658643186,0.7060522931453135,0.7159151715390046,0.5975252856036546,42,0.97
737,737,214008,5.07805843393105,4.883081989461384,5.011456384031571,4.1544604984323055,4.0719556103029815,4.898984842688728,4.263228819076923,2.2811242941865264,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-33-moi1\MD-Jurkat NFkB-33-moi1/20190524_TNF_004.fcs,tnf,004.fcs,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,214008,0.6376046251229219,0.5454377664967147,0.3952895860966095,0.8060855611008102,0.5838642146932551,0.7294564831536428,0.7927116111506596,0.7013086034891207,42,0.97
738,738,210621,4.812563300571041,4.6577345053312635,4.971308689276637,3.7927837852705317,3.7456212213069375,4.863642467631781,4.297769271083282,1.8573324964312683,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-31-moi1\MD-Jurkat NFkB-31-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,210621,0.35502046144336763,0.35073880500263144,0.3356511442183683,0.5959915767330797,0.4379211041872966,0.7075932378592373,0.7989089418054588,0.5771940682364243,42,0.97
739,739,210371,4.845747057728752,4.751986950441553,4.910240050639592,3.7589118923979736,3.733999286538387,4.8413925673299785,3.3140358559697924,1.513750141960735,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-31-moi1\MD-Jurkat NFkB-31-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,210371,0.39034014563299024,0.43217238857286144,0.2449351397710382,0.5763157704876011,0.4327235480381031,0.6938291649215662,0.6224051355289554,0.4765702136172174,42,0.97
740,740,214884,4.833364184965896,4.70141254370941,4.948431611185917,4.012972138423743,3.965953889102064,4.863498234314148,3.778614243880189,2.300334552072503,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-34-moi1\MD-Jurkat NFkB-34-moi1/20190524_TNF_004.fcs,tnf,004.fcs,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,214884,0.3771602289265808,0.3884763850122371,0.3016677909925978,0.7238965447386798,0.5364581752665156,0.7075040132839816,0.7057609029758982,0.7069346496802728,42,0.97
741,741,212339,4.934213746716507,4.883871435299249,4.866822260847097,3.765161720938351,3.7553411838115474,4.826300500201313,2.544564089931194,1.7146649941408565,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-33-moi1\MD-Jurkat NFkB-33-moi1/20190524_TNF_004.fcs,tnf,004.fcs,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,212339,0.484501138359005,0.5461198432697545,0.1804390498005617,0.5799462264497346,0.4422680612036505,0.6844930191446634,0.4843446676811214,0.5354114975584909,42,0.97
742,742,203774,4.927031941290173,4.861743443171205,4.8817684094171705,4.382293034826319,4.346489892567083,4.8522830449309655,2.929674317948588,2.734183575394866,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-25-moi1\MD-Jurkat NFkB-25-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,203774,0.4768570642306935,0.5270013822675823,0.20264119660477853,0.9384309502224326,0.7066413060608157,0.7005661536717551,0.5534420674814935,0.8339946121068892,42,0.97
743,743,214383,5.0950976716658865,4.985713812790522,4.925863796519582,3.7823005992850853,3.7613263224214566,4.837454229264084,3.8682916880178566,1.7676010499443033,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-34-moi1\MD-Jurkat NFkB-34-moi1/20190524_TNF_004.fcs,tnf,004.fcs,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,214383,0.6557406213805512,0.6341110858175956,0.2681438411989001,0.5899020104646389,0.4449447320510802,0.6913928586165099,0.7218510448621741,0.5509147092746125,42,0.97
744,744,210699,5.148879302172129,5.036824443515131,4.928534787940556,4.214462338442116,4.161757195261727,4.86918504156985,2.416307617551329,1.8273692533311825,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-31-moi1\MD-Jurkat NFkB-31-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,210699,0.7129839948676322,0.6782703838980799,0.27211153517459064,0.8409399633288519,0.6240252368814609,0.7110219449955046,0.4613325841157464,0.5684188299903589,42,0.97
745,745,210611,4.912332800461472,4.76077671115636,4.968036019941478,3.9959158770408414,3.940267391446012,4.8721283997667335,3.9041310555555437,1.801815146617585,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-31-moi1\MD-Jurkat NFkB-31-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,210611,0.4612117890600391,0.4397666924966917,0.3307896720685264,0.7139887520001724,0.5249706719805118,0.7128427440262457,0.7282814300536893,0.5609348812793279,42,0.97
746,746,209434,4.789559478320114,4.65846931197788,4.947570106803081,4.127700746613089,4.092580300691311,4.851600373829248,3.929459788587408,1.7884511973162174,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-30-moi1\MD-Jurkat NFkB-30-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,209434,0.33053596039077515,0.3513736738211017,0.300388046803616,0.7905411185757645,0.5930879789362928,0.7001438445958028,0.7328259720196341,0.5570210246037967,42,0.97
747,747,214437,4.991693701366028,4.9632068060188885,4.8449668109082245,3.963334432349243,3.949438801036505,4.830375568747052,2.0,2.563196184074825,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-34-moi1\MD-Jurkat NFkB-34-moi1/20190524_TNF_004.fcs,tnf,004.fcs,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,214437,0.5456808846971359,0.6146651582906362,0.14797330079906956,0.6950625527658499,0.5290723054230628,0.6870139086735492,0.3866376739390545,0.7839180869826025,42,0.97
748,748,210543,4.839122602248595,4.753437503725227,4.902165024220583,3.731427587050948,3.7007902213743455,4.847117315450536,3.683479341833877,1.513750141960735,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-31-moi1\MD-Jurkat NFkB-31-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,210543,0.3832892961955574,0.4334256584685212,0.23293988084783024,0.5603504428681996,0.41787180568282856,0.6973705673374129,0.6886915709160747,0.4765702136172174,42,0.97
749,749,207083,4.997029468572486,4.8069664202305304,5.0065430197396,4.159548542315643,4.04563587107822,4.9303926010006105,3.9179631799394814,2.231163638391729,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-27-moi1\MD-Jurkat NFkB-27-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,207083,0.5513600973235349,0.4796743418905578,0.3879909007663063,0.8090411492633538,0.572093513413551,0.7488857241996572,0.730763222951182,0.6866767875650375,42,0.97
750,750,211742,5.084958491019635,4.9476983354105615,4.953740065913451,4.150424843648547,4.111867146804468,4.855037632842988,3.981256721729323,2.7501688471729016,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-31-moi1\MD-Jurkat NFkB-31-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,211742,0.64494881571897,0.6012659267285071,0.30955337373063063,0.803741294073939,0.6017134330977856,0.7022701769896145,0.7421195018647526,0.8386761670310945,42,0.97
751,751,215190,5.133191843082321,4.947830581736466,5.001841198475557,4.264383302006384,4.203168922875464,4.877694318666052,4.538764691148796,2.0791812460476247,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-34-moi1\MD-Jurkat NFkB-34-moi1/20190524_TNF_004.fcs,tnf,004.fcs,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,215190,0.6962867867077396,0.601380186811836,0.3810064575525871,0.8699384964304341,0.6425453700429327,0.71628589265416,0.8421489174769786,0.6421661951177644,42,0.97
752,752,212140,4.831694096137203,4.713440138488369,4.9347339195618405,3.8519917479621575,3.823474229170301,4.8449974523564805,4.257736166431795,2.068631045608284,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-33-moi1\MD-Jurkat NFkB-33-moi1/20190524_TNF_004.fcs,tnf,004.fcs,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,212140,0.375382642087402,0.398868159394695,0.2813201971699621,0.6303848244471388,0.4727384893999895,0.6960591929110707,0.7917261062531686,0.6390763919849822,42,0.97
753,753,209093,4.717072071496707,4.6156134218696385,4.917938619762928,3.886580964313962,3.865932668193186,4.83712827557476,3.6247357432182,1.760422471918337,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-30-moi1\MD-Jurkat NFkB-30-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,209093,0.25338278257069025,0.31434642530227075,0.2563711803708841,0.6504773159320902,0.4917267323408909,0.6911912194948364,0.6781516537080677,0.5488123423100152,42,0.97
754,754,203550,4.8603613586313585,4.793105586891189,4.883735718348754,3.7731147305522783,3.7357585374437385,4.853836092830496,3.701436725441927,1.8898617554169908,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-25-moi1\MD-Jurkat NFkB-25-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,203550,0.4058951200163605,0.4676986596812362,0.2055635870456003,0.5845660413747762,0.4335103193927168,0.7015268889683131,0.6919135277073081,0.5867208072684503,42,0.97
755,755,204332,4.99307098437556,4.859264422603913,4.950286490503687,4.00926896933004,3.95698436774276,4.868764528602656,4.4311899990419805,2.040444106815237,G:\Shared drives\STTR_Netrias\Project Stage\Data\Mayukh\MD-Jurkat NFkB-26-moi1\MD-Jurkat NFkB-26-moi1/20190524_TNF-R_004.fcs,tnf,R,tnf,0,0,1,0,TNF,0,0,0,0,0,0,0,0,204332,0.5471468187896864,0.5248595224112922,0.3044231699267845,0.7217454149551719,0.5324468301828622,0.7107618102949806,0.8228476084798803,0.630821374245079,42,0.97
